Length,Releases,Genres,ISRC
165.819,11,"['pop', 'electro house', 'house']",DEE862200810
309.12,19,"['rap/hip hop', 'electronic', 'rap', 'reggaeton']",USUM71908293
,0,[],USUM72400711
216.626,1,[],QMRSZ1800280
199.0,1,[],QM6P42332209
216.31933333333333,96,"['synth-pop', 'synthpop', 'indietronica', 'electropop', 'indie pop', 'disco', 'indie rock', 'pop general', 'pop', 'funktronica', 'dance-pop']",USCA21203108
162.061,1,[],USWL12302769
205.0,29,[],USUG11902528
280.8,15,"['pop', 'ballad/african/europop/vocal', 'singer-songwriter']",USUM71503636
,0,[],NLYK91700007
186.16,31,['pop'],AUDCB1701963
,0,[],BXW922200018
,0,[],TCAHM2333379
208.0,33,[],USA2P2416224
272.76,2,[],QM9WM2100063
,0,[],BXW922200010
168.0,9,[],USA2P2219222
261.0,80,"['folk pop', 'rock', 'indie pop', 'singer/songwriter', 'indie rock', 'singer-songwriter', 'pop', 'soul', 'blues rock', 'indie', 'soft rock']",USUM71405265
179.294,10,['blues'],USWB12202445
242.013,21,['pop'],USUG12004750
115.846,1,[],BR5TG2200015
166.88,4,[],USAT22403017
153.3465,10,[],USAT22307528
155.0,13,"['pop', 'sea shanty']",GBUM72100297
215.666,5,['soundtrack'],USUM72114018
,0,[],GBLV62301933
276.147,5,"['hip-hop', 'rap/hip hop']",USUM71800983
,0,[],QMFMG2300652
219.802,4,[],USZHR2100088
209.0,4,[],USWL11600244
156.43,1,"['jazz', 'electronic']",QMFME2066844
187.0,7,"['k-pop', 'contemporary r&b', 'dance-pop']",KRA382402695
167.0,2,[],QZNWU2345439
,0,[],BRWMB2301411
139.0,3,['pop'],GBUM72202219
209.426,37,"['alternative rock', 'rock', 'american rock', 'indie pop', 'american', 'pop']",USAT21501777
146.0,2,[],KRA382401062
213.0,30,"['charts', 'synth-pop', 'uk garage', 'alternative r&b', 'uk bass', 'dance club electro', 'europop', 'electropop', 'contemporary r&b', 'pop', 'trap', 'electronic']",SEWEE1500801
156.578,4,['hip hop'],USAT22006588
238.85,54,"['alternative r&b', 'indie rock', 'pop', 'singer/songwriter', 'dance and electronic house']",USAT21601051
160.0,19,"['folk pop', 'indie folk', 'fun', 'alternative', 'rock', 'american rock', 'indie pop', 'americana', 'quirky', 'indie rock', 'american', 'indie/folk-rock', 'piano rock', 'indie', 'folk rock', 'folk']",USDMG1673802
,0,[],QMFMF2333158
,0,[],USSD12100003
218.577,9,[],USSM12200619
206.42,1,"['jazz', 'electronic']",QM4TX2030933
236.0,2,[],INS181903758
160.052,1,[],USLD91734275
,0,[],INS172224058
229.04,6,[],USCM51600102
195.08,14,"['soul & r b', 'r&b', 'soul', 'neo soul', 'hip hop', 'contemporary r&b', 'soul and r b']",USJI10800160
,0,[],QZFZ22348066
235.766,45,"['country', 'pop rock', 'country pop', 'sweet', 'chill', 'lovely', 'rock', 'jazz', 'teen pop', 'catchy', 'pop', 'popular music', 'country music', 'electronic', 'ambient', 'yearning']",USUG12100342
176.135,1,[],QM3DF2294123
239.888,5,[],QMFME2222462
,0,[],QZXD92300001
164.0,1,[],USRN12300040
,0,[],CAQ8S1636173
180.946,63,"['trap edm', 'alternative pop', 'avant-garde pop', 'dubstep', 'dark', 'alternative r&b', 'indie pop', 'electropop', 'pop']",USUM71810049
201.818,6,"['pop', 'latin', 'reggaeton']",USSD11900072
218.293,13,"['pop', 'contemporary r&b; electronic; jazz; pop; pop music; rhythm and blues; trance']",USAT21811554
,0,[],MXUM72400426
,0,[],ES98I2200881
153.518,3,[],GBUM72311281
233.72,8,[],USSM11703468
,0,[],BRTLW2100037
160.239,22,"['indie rock;alternative rock', 'indie rock', 'alternative']",TCACC1438995
291.8,60,"['alternative pop', 'avant-garde pop', 'dark', 'indie pop', 'pop', 'contemporary folk']",USUM71900773
163.034,4,['dancehall'],DEN062300306
,0,[],QZTBA2358000
268.0,11,"['pop', 'hip hop', 'electronic/trance/pop/jazz']",USRC11701867
141.0,8,[],USSM12104470
,0,[],ARAE52400089
153.0,3,[],USQX92304741
204.0,1,[],QM4TX2394694
239.173,3,['blues'],QMCQK1900317
237.8,10,"['psychedelic rock', 'psychedelic', 'melancholy', 'rock', 'lonely', 'mellow', 'quirky', 'indie rock']",AUUM71900956
246.0,1,[],USDXS2007349
242.265,24,"['indie pop', 'alternative']",USUM72002771
,0,[],TCAGR2239010
,0,[],USDXS2201437
204.973,13,['electronic'],USUM71604778
181.613,23,['pop'],USUM71813455
,0,[],FRX282414002
168.0,1,[],QZ9QQ2300720
131.0,8,['pop'],GBAYE2202560
,0,[],BX7CP1900008
135.0,2,[],USB271900112
358.266,9,['house'],QZAKB2166448
,0,[],BXDW72200033
140.0,4,[],USA2P2413261
192.6,2,[],USQ4E2205653
299.933,8,"['indie pop', 'alternative']",USSM11707035
160.173,3,[],USRC12400300
195.657,30,"['pop', 'electronic', 'aktuelle charts']",AUDCB1701555
,0,[],ES11D2300869
,0,[],INS181800353
,0,[],INN852200075
190.0,1,[],INSD11935132
178.453,4,[],KRA382163861
,0,[],COC011531204
203.0,5,['hip hop'],USUG11802484
,0,[],ES64E2323174
536.3465,99,"['rock pop', 'symphonic rock', 'heavy metal', 'album rock', 'rock ballads', 'rock', 'http musicbrainz org misc redirects amazon-album-info html 5347bc7c-2369-4000-adf5-d7a73afe3380 store amazon com asin b000000ose', 'hard rock', 'acoustic rock', 'blues', 'classic rock', 'pop', 'pop/rock', 'arena rock', 'glam metal', 'rock ballad']",USUG12200195
,0,[],QMDA62163216
188.482,2,['country rock'],QMDPP2201707
202.285,20,"['pop rap', 'nervous music', 'conscious hip hop', 'west coast hip hop']",USUM72208971
,0,[],QZQAY2209019
144.026,9,"['nu disco / disco', 'trap']",USAT21602928
239.317,53,"['synth-pop', 'vocal', 'r&b', 'ballad', 'pop', 'soul', 'electronic', 'blue-eyed soul']",GBUM71308836
,0,[],SGB502322635
170.0,5,[],USUG12208599
,0,[],QZNFJ2402312
,0,[],FRX762391695
209.5,108,"['ambiguous isrcs', 'contemporary r&b', 'pop', 'pop rap', 'vocal', 'new wave', 'italo-disco', 'house', 'electro', 'disco', 'classic rock', 'alternative rock', 'punk', 'p.funk', 'dance-pop', 'dance', 'synth-pop', 'pop rock', 'west coast swing', 'europop', 'electropop', 'hip hop', 'club', 'brit pop', 'electronic', 'uk garage', 'downtempo', 'pop general', 'soul', 'rnb/swing', 'soft rock']",GBUM71003721
324.466,15,"['alternative pop', 'indie pop']",USAT21810687
,0,[],UYB282240021
215.7865,77,"['alternative r&b', 'indie pop', 'neo-soul', 'contemporary r&b', 'pop', 'trip hop', 'dance']",USUM71506251
175.293,6,[],ITQ002400077
210.0,3,[],USSD12000055
223.52,1,[],GB2LD2110089
245.866,103,"['alternative pop', 'afrobeats', 'hip hop', 'pop', 'dance']",USWB11304681
223.0,5,[],TCAGJ2289254
172.185,9,['drill'],USUM72024651
165.447,1,[],QMANG2226771
325.778,1,[],USSUB2246603
,0,[],GB8KE2311722
176.189,100,"['pop', 'chart hits;', 'split me']",USUM71615691
135.745,8,[],USUM72002041
144.0,9,[],USSM12304895
128.0,29,[],USSM12305008
,0,[],QZ5AB2004464
,0,[],QZW9L2351948
,0,[],QZHNC2078374
201.0,2,"['latin', 'reggaeton']",USSM11900596
237.0,1,[],USUM71510633
174.253,15,[],USRC12101540
197.732,5,[],USRC11901644
204.0,13,[],USSM12305009
,0,[],BXW922200014
,0,[],QM4TW2352901
,0,[],QZZU32400012
,0,[],FRX872121045
202.0,80,"['alternative pop', 'adult alternative pop', 'rnb/swing/house', 'pop rock', 'alternative rock', 'rock', 'adult alternative pop/rock', 'alternative/indie rock', 'adult contemporary', 'indie rock', 'pop', 'pop/rock']",GBARL1201055
,0,[],SE5BU1734432
107.076,1,[],QM4TX2453776
,0,[],PKA0A1800272
,0,[],BRMKP2300072
215.0,4,"['rock', 'pop punk', 'rock music', 'emo', 'punk', 'punk rock', 'alternative']",USAT22306291
201.0,8,[],JPU902400966
,0,[],GBAYE2300346
227.0,74,"['electro house', 'synth-pop', 'festival progressive house', 'dance-pop', 'house', 'progressive house', 'indie rock', 'pop', 'electronic', 'dance']",USAT21404265
263.245,2,[],USUM72113444
290.892,5,[],USWB12300176
,0,[],TR0012300295
187.52,57,"['heavy metal', 'alternative and punk', 'rap metal', 'rock', 'post-grunge', 'alternative metal', 'rap-metal', 'rapcore', 'rap rock', 'pop/rock', 'alternative rock', 'nu metal', 'punk', 'rap-rock', 'alternative']",USWB10300474
228.8,19,"['pop', 'pop rock', 'synth-pop']",USUG12402544
225.0,1,[],QM9WM1900108
173.104,2,[],GBKPL1778015
214.0,1,[],QM4TW2040256
,0,[],AUOXM2200511
298.373,19,"['country', 'pop rock', 'contemporary country', 'rock', 'blues', 'country blues']",USCN11200248
,0,[],INS182101589
199.111,41,"['dubstep', 'synth-pop', 'dark', 'chill', 'new wave', 'alternative r&b', 'sexy', 'house', 'mellow', 'r&b', 'disco', 'jazz', 'pop', 'electronic', 'synthwave']",USUG12106692
,0,[],TCADG1788520
209.476,3,['pop'],USRC12101473
,0,[],TRAUR2200002
241.293,4,['hip hop'],GBUM71900578
203.225,27,['pop'],ITQ002300239
246.988,2,[],INH102310310
,0,[],TCJPV2335795
204.844,55,"['hip-hop/rap', 'trance', 'pop rap', 'pbr&b', 'electronica', 'soul/r&b', 'alternative r&b', 'rock', 'rhythm and blues', 'house', 'hip hop', 'jazz', 'contemporary r&b', 'trap', 'electronic', 'dance']",USUM71800001
218.0,3,[],QMJMT2103642
141.226,2,[],FRD8V2400040
184.213,3,[],USUM72111566
167.0,6,[],USUM72202097
248.819,30,['pop'],USUM72204111
,0,[],QZ7HP2300096
189.0,2,['country'],USSM12402711
158.171,1,[],BRTLW2200006
,0,[],GBX722200156
233.798,1,[],INP912410081
136.366,4,['hip hop'],USUM71919280
,0,[],QZ5HC2126407
157.1035,7,[],QZES62254244
,0,[],PEBQ91892842
192.0,3,[],USUG12201738
,0,[],USSM12002468
156.04,1,[],USA2P2344729
196.893,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401042
166.597,5,[],USRC12400151
214.445,29,[],USUM72302705
182.35266666666666,81,"['pop', 'deep house', 'electronic']",GBUM71701777
,0,[],QZW9M2275605
345.126,8,['hip-hop'],USWB11801215
214.19,52,"['dubstep', 'synth-pop', 'dark', 'chill', 'new wave', 'sexy', 'house', 'mellow', 'r&b', 'city pop', 'disco', 'jazz', 'contemporary r&b', 'pop', 'soul', 'sophisti-pop', 'electronic', 'sad']",USUG12106689
204.0,17,"['indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'downtempo', 'electropop', 'electro', 'chill-out music', 'country music']",USUG12205729
326.48,5,"['dream pop', 'big music', 'alternative']",GBK3W2202321
178.087,31,['pop'],UK4ZF2100069
228.0,4,[],QMRSZ2101045
218.004,17,[],USUG12401053
,0,[],FR2X41775359
161.386,23,"['pop', 'house']",GBUM72102420
158.594,8,[],USAT22101294
124.0,1,[],GBARL2300644
156.0,2,[],USAT22403043
,0,[],CAENV2255241
182.0,17,[],KRA302400078
,0,[],USDXS2202347
180.93,9,['pop'],USUM72105621
157.453,1,[],QZZ3N2400057
,0,[],USUG12201485
143.0,47,"['pop', 'pop-punk', 'alternative rock']",USUG12101242
311.0,1,"['soul', 'hip hop', 'r&b']",USWB11401866
164.142,4,['rap'],USUG12306070
190.733,35,"['pop', 'electronic', 'électronique']",DEUM72001376
239.36,3,[],USUG12208614
228.0,1,[],QM4TX2252943
,0,[],QM3DF2276204
169.0,1,[],QM24S2203177
354.784,1,['trap latino'],QMFME2364190
,0,[],CAHQJ1924665
,0,[],DGA092395791
,0,[],INU252412475
169.946,26,['pop'],FR9W12110749
192.604,1,[],USUM72118879
231.157,1,[],USWB12401899
284.021,1,[],USUYG1480456
161.76,24,"['pop', 'french house', 'dance-pop', 'electropop']",USAT22401345
146.523,16,['hip hop'],GBAYE2000596
160.578,28,['pop'],KSA002301968
199.253,9,[],USSM12402029
311.32,26,"['indie folk', 'deep house', 'indie pop', 'folktronica', 'tech house', 'pop', 'indie', 'alternative']",DEL211300741
200.93,6,[],USA2P2251867
,0,[],IDA601902645
205.924,6,[],USUM72001731
263.013,6,[],USUM72023897
,0,[],GBARL2300512
,0,[],IDA192303865
165.906,25,"['vocal', 'christmas', 'rock', 'indie pop', 'pop']",USAT21704212
243.188,18,"['trap', 'offizielle charts', 'abstract']",USUM72116311
,0,[],SGB502214308
203.849,64,"['pop', 'electronic']",GBUM71701628
155.538,1,[],QZTB22394231
,0,[],LBA132400598
202.0,16,"['pop', 'electro']",USQX91803314
222.277,1,[],BKA7Y2400034
,0,[],TRBYM2000179
186.6,10,[],QMRSZ2301148
165.058,2,[],US6XF2400108
289.333,101,"['urban soul', 'pop rap', 'rap', 'euro house', 'hip-hop', 'r&b', 'r b', 'dilemma', 'party rap', 'hip hop', 'midwestern hip hop', 'pop-rap', 'pop', 'soul', 'electronic']",USUR10200370
,0,[],USL4Q2255557
190.0,1,[],USUM72307802
146.274,1,['house'],QZNWS2230712
216.12,35,['pop'],CYA111800123
140.0105,13,"['progressive house', 'electro house', 'electronic', 'dance-pop']",USUG12202336
154.701,3,[],BRRGE2200815
,0,[],BK4DA2407011
174.0,1,[],USAT22205402
194.16,79,"['country', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'chill', 'downtempo', 'electropop', 'electro', 'chill-out music', 'dream pop', 'pop', 'country music']",USUG12205715
138.826,2,[],USAT22311372
131.0,1,[],USA2P2342327
177.8,11,"['country', 'country pop']",USRN11700088
,0,[],USUYG1126838
,0,[],CBEGD2400001
195.5255,3,[],USUM72312300
,0,[],ING642306994
236.053,44,"['alternative pop', 'retro', 'movie soundtrack', 'melancholy', 'rock', 'sexy', 'indie pop', 'soundtrack', 'single', 'art pop', 'indie rock', 'alternative rock', 'pop', 'indie', 'electronic', 'alternative']",GBUM71301823
255.377,20,"['experimental hip hop', 'conscious hip hop', 'west coast hip hop']",USUM72208961
323.486,23,"['vocal', 'hip-hop', 'neo soul', 'hip hop', 'pop', 'soul', 'vocal pop']",USSM11307800
164.471,1,[],UYB282476005
171.0,5,[],KRA392400004
210.0,3,[],ITQ002400008
221.0,14,[],JPTF02017001
135.0,1,[],USAT22100132
244.804,17,"['heavy metal', 'psychedelic rock', 'pop rock', 'doom metal', 'hard rock', 'traditional heavy metal', 'progressive rock', 'stoner rock']",USC4R1902750
129.0,2,[],DEVF11600016
229.0,3,[],USUG12402403
222.8,3,[],USSD12400017
295.471,7,['hip hop'],QZ7XS2400005
240.125,1,[],USA2P2247676
192.346,60,"['pop', 'deep house', 'electronic']",GBUM71802109
265.0,166,"['pop rock', 'melancholy', 'rock', 'sexy', 'baroque pop', 'indie pop', 'sentimental', 'ballad', 'art pop', 'alternative rock', 'pop', 'indie', 'trip hop', 'chamber pop', 'sad', 'alternative']",GBUM71111565
147.603,1,[],UYB282300034
191.0,1,[],QMCE31701365
268.235,8,[],USUG12302627
175.0,2,['electro house'],DEE862301476
236.004,1,[],NL8RL2403852
,0,[],SGB502236932
199.733,2,[],TCAGA2290354
180.0,6,[],USAT21810504
221.51,7,[],USA2P2342595
197.353,3,[],GBUM72206500
210.606,1,['jazz'],QM4TW2090210
231.4065,113,"['electro house', 'pop rap', '2-step/british garage', 'electropop; dance-pop; contemporary r&b; progressive house; electro house; europop; electronic dance music; pop; pop rap; electro; teen pop', 'europop', 'electropop', 'electro', 'ballad', 'progressive house', 'hip hop', 'teen pop', 'contemporary r&b', 'pop', 'electronic dance music', 'electronic', 'dance-pop']",USUM71409719
191.567,29,[],USUG12401764
,0,[],UYB282001011
207.52,3,[],QZNMX2317490
139.672,30,['pop'],USAT22102812
193.733,27,['pop'],USWB12103472
358.347,1,[],FRX282066018
182.867,70,"['pop', 'pop rock']",USUG11901281
260.0,5,['pop rock'],USSM11506747
175.161,9,['electronicore'],FIWMA2200519
291.0,1,[],PHW012300171
,0,[],QMFME2394856
181.84,15,[],USUG12402116
223.407,35,"['boogie', 'funk', 'house', 'electro', 'disco', 'pop', 'nu disco', 'dance-pop']",GBARL1700772
,0,[],ITV951900027
185.365,3,['house'],GBARL2201039
224.042,1,[],QZJ842000873
270.0,1,[],FRX762050882
415.0,9,[],USSM12403108
242.48966666666666,155,"['kuschelrock', 'art pop', 'pop', 'brit rock', 'alternative rock', 'alternative', 'pop rock', 'rock', 'baroque pop', 'alternative punk', 'pop/rock', '2000s', 'electronic', 'alternative rock / pop', 'britannique', 'progressive house', 'indie rock', 'permanent wave', 'chamber pop', 'soft rock']",GBAYE0800265
190.773,9,[],USUM72404007
,0,[],QZ7B81700011
185.0,5,"['r&b', 'neo soul', 'hip hop', 'contemporary r&b', 'pop', 'soul']",QZ5C81600003
147.481,3,[],USSM12300425
,0,[],DGA082396900
320.0,12,"['indie pop', 'indie rock', 'alternative']",USSUB1512203
164.0,3,[],USUG12400080
,0,[],TCABP1349192
177.184,4,['r&b'],USRC11601124
219.1595,39,"['house', 'club', 'pop', 'electronic', 'dance']",GBARL1601358
146.3555,7,[],AUDCB1702119
,0,[],QZHN62294886
121.0,23,[],KRA392300032
297.786,22,"['sampling', 'rap and hip hop', 'soundtrack', 'passionate', 'score', 'conscious hip hop', 'rhythmic', 'hardcore rap', 'hardcore hip hop', 'hip hop rap', 'midwestern hip hop', 'pop rap', 'energetic', 'political hip hop', 'vulgar', 'rap hip hop', 'rap hip hop_rap and hip hop_hip-hop', 'midwestern rap', 'drugs', 'detroit hip-hop', 'anthemic', 'rap', 'hip-hop', 'aggressive', 'hip hop', 'rap/r&b', 'hateful', 'boastful', 'angry']",USIR10211066
262.533,13,"['drum and bass', 'r&b']",USWB11002103
137.0,5,[],USUG12208610
,0,[],QZDYA1800024
,0,[],MX1721901080
199.756,4,[],UKXN22382205
182.0,30,[],USA2P2310663
,0,[],THSOH2301617
,0,[],TRBUL2400025
,0,[],USAT21001199
233.0,8,[],USUM71924087
193.346,4,['hip hop'],QMCE32200042
273.0,17,"['country', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'sweet', 'country rock', 'chill', 'lovely', 'catchy', 'pop', 'country music']",USUG12302091
213.92,35,"['pop', 'french pop', 'vocal']",FRUM71301049
135.125,3,[],GBCEN2300156
306.0,2,[],GBUQH2200069
203.6665,57,"['pop rock; rock', 'adult alternative pop', 'pop rock', 'rock', 'ballad', 'pop rnb dance', 'pop', 'soft rock']",USSM11500753
,0,[],QZN882262975
,0,[],DGA082216479
204.0,30,['pop'],GBAHS1900714
248.036,7,"['dance / electro pop', 'tech house']",CA5KR1821202
88.304,1,[],QZVEM2324634
188.387,2,[],USAT21812918
175.0,1,[],USRC12100749
196.0,88,"['dance and dj', 'house', 'électronique', 'contemporary r&b', 'tropical house', 'pop', 'electronic', 'dance']",GBUM71602437
224.3915,99,"['electro house', 'elektro', 'country pop', 'festival progressive house', 'house', 'électronique', 'progressive house', 'big room', 'dance', 'pop', 'electronic', 'dance-pop']",CH3131340084
,0,[],MX1722101437
199.0,10,[],USA2P2226300
161.0,24,['pop'],USUG12106230
,0,[],GBARL2201233
167.0,27,"['pop', 'spanish', 'soundtrack', 'reggaeton']",USAT22305791
,0,[],QZ9QQ2200130
225.312,3,[],USUG12209355
212.0,2,[],CAGOO1966522
227.52,5,['contemporary r&b'],USRC11903897
235.988,4,[],USLD91728036
179.172,31,"['death', 'indie pop', 'pop', 'indie', 'crime', 'indie/pop', 'anxious', 'smooth', 'dancehall', 'alternative', 'alternative pop', 'synth-pop', 'dark', 'introspective', 'alternative r&b', 'electropop', 'hip hop', 'melancholy', 'reflective']",USUM71615103
162.285,2,[],QZHZ52129395
196.52,9,"['house', 'indie pop', 'neo soul', 'pop', 'electronic']",QMJMT1500801
263.0,6,[],TCJPU2362002
,0,[],FR96X2229645
198.52,1,[],MXUM72200528
120.0,2,[],USUYG1393224
193.0,1,[],QM4TW2165662
131.0,5,[],QM7282376030
,0,[],USAR12300479
226.858,2,[],USXDR1700560
166.0,2,[],USRC12300209
257.32,10,['offizielle charts'],USWD12112911
229.0,5,[],USUM71913434
176.0,5,[],USUM72217061
,0,[],TCAHS2392343
227.813,32,['hip hop'],USUM71702488
288.76,27,"['pop', 'electronic/house/pop/jazz', 'hip hop', 'reggae']",USSM11703300
142.0,1,[],TCAFE2016912
179.0,49,[],KRA402200021
132.227,7,['pop'],USQX91903309
,0,[],BCX5C2300005
136.4,4,[],USAT22401675
202.7015,59,"['t', 'pop rock', 'rock', 'house', 'teen pop', 'pop', 'party in the u.s.a.', 'electronic', 'dance-pop']",USHR10924519
239.267,13,"['rap/hip-hop', 'hip hop']",USQX91402592
,0,[],INS7A2352922
221.0,1,[],KRA302100169
234.0,8,['pop'],QZ22S1500059
,0,[],GX5PW2400002
209.135,5,['brostep'],USSD12300013
237.813,33,"['pop', 'pop rock']",USRC11702155
176.632,4,[],QZ85M1951467
176.3735,3,[],FRUM72202503
221.553,1,[],USDXS1911811
215.149,14,"['alternative dance', 'pop rap', 'synth-pop', 'electropop']",GBAYE2200462
195.0,7,[],KRA382321414
197.133,11,"['pop rap', 'snap', 'hip-hop', 'r&b', 'electropop', 'pop reggae', 'contemporary r&b', 'trap']",USSM11603011
166.415,2,[],QZM5U2300388
181.0,1,[],USWB11800211
135.0,3,[],USUM72406359
174.782,79,"['country', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'chill', 'downtempo', 'electropop', 'chill-out music', 'dream pop', 'pop', 'country music']",USUG12205712
,0,[],INS182000105
239.0,8,[],USUM71814738
209.68,1,[],QM4TW1987698
,0,[],INA091916753
233.866,3,[],USUM72223494
,0,[],QZMZ92325070
153.75,4,[],US39N2000446
211.0,32,"['urban', 'pop rap', 'rap', 'alternative r&b', 'rap and hip hop', 'electropop', 'midwestern hip hop', 'hip hop', 'pop-rap', 'contemporary r&b', 'pop', 'experimental', 'electronic', 'midwest rap']",USUM70840511
256.18,1,[],THW092305121
203.061,25,"['house;dance-pop', 'funk', 'r&b', 'hip hop', 'alternative rock', 'pop', 'soul']",USAT22104222
208.733,68,"['pop rock', 'rock', 'acoustic rock', 'dance', 'teen pop', 'pop', 'acoustic']",USUM71603531
152.0,2,[],FR6Q11800035
173.381,2,[],USUM72120989
194.169,1,[],QMB622200356
157.497,5,[],GBHMU1800032
,0,[],QZ7R42353128
165.699,4,[],DGA092316630
131.0,3,"['deep house', 'edm']",DEUM72311113
181.573,29,['pop'],NLE801900440
245.0,7,['hip hop'],USUM71908267
216.573,22,[],QZ22S1800117
234.0,7,"['west coast hip hop', 'hip hop', 'rap', 'conscious']",USQX91100801
214.0,1,[],USA2P1955945
205.0,4,[],USUG12202833
162.0,3,[],USUG12402405
173.254,3,"['hip-hop/rap', 'hip-hop']",USRC11701803
129.882,3,['pop'],QM6N21900076
125.579,1,[],USRC12003901
242.0,13,"['grime', 'trap', 'emo trap']",USUG12000979
193.282,3,[],USXDR1700551
,0,[],BXKG22200702
86.709,1,[],UKEX32307199
182.868,1,[],KRA401900098
120.137,3,['pop'],USHM91813257
,0,[],BR27R2300050
,0,[],TRBIY2400022
108.0,1,[],QM4TX2285434
171.76,2,[],BRSME2301107
172.547,16,[],GBUM72205880
214.0,2,[],CAW112300241
,0,[],RUA1D2328942
,0,[],QMFMF2141501
222.072,13,"['pop', 'pop rock', 'synth-pop']",USUG12402541
224.0,5,['pop'],USUM71820961
,0,[],JPWP02202338
181.813,9,['pop'],US6XF1800275
220.44,88,"['country', 'adult alternative pop', 'indie folk', 'pop music', 'synthpop', 'synth-pop', 'pop rock', 'country pop', 'chill', 'ambient pop', 'house', 'ballad', 'dream pop', 'tech house', 'pop', 'country-pop', 'electronic', 'country music']",USCJY1431379
285.63,4,['rap'],USUG12306068
267.707,1,[],USSM12402255
269.8,62,"['pop', 'pop general']",USRC11701586
226.68,27,"['country', 'trance', 'hi nrg', 'euro house', 'italodance', 'line dance', 'dance-pop', 'house', 'progressive house', 'disco', 'pop', 'electronic', 'dance']",USUM71100721
,0,[],ITC6Q2200040
213.0,37,"['pop', 'dance pop', 'split me', 'dance']",USUG11801723
177.0,1,[],QMCE32000098
166.0,4,[],DEA622302401
205.0,1,[],USUM72405093
136.899,9,[],USUM72101019
205.267,28,['pop'],DEUM71900680
170.437,8,['drum and bass'],GBARL2201891
,0,[],QZZ662405291
234.33,6,[],USUG12401003
,0,[],BCDMP2300045
178.6,1,[],GBARL2101712
198.0,1,['electro'],USRC12200203
169.051,1,['afrobeat'],GBAHT2400033
,0,[],MXUM72006101
225.33333333333334,45,"['southern hip hop', 'hip-hop/rap', 'pop rap', 'rap', 'happy', 'hip-hop', 'not acoustic', 'r&b', 'party', 'disco', 'not relaxed', 'hip hop', 'not aggressive', 'pop', 'not sad', 'electronic', 'new age', 'dance-pop']",USAT21201745
174.0,8,[],FRZ052400042
,0,[],USDXS2304292
,0,[],FRX872398704
195.0,3,[],QMKSC1800039
,0,[],USWL12400693
236.777,3,[],GBBKS1000427
135.0,3,[],USSM12202421
178.202,5,[],USWL12200224
,0,[],TCAGY2352982
235.982,1,[],GMM881200022
214.333,17,"['indie pop', 'alternative rock']",TCACL1648391
,0,[],INY091700035
226.268,24,"['pop', 'electro;pop rap', 'alternative']",GBARL2001197
219.0,111,"['indie folk', 'pop', 'catchy', 'sad', 'dance-pop', 'country', 'synth-pop', 'pop rock', 'country pop', 'contemporary country', 'electropop', 'brostep', 'teen pop', 'pop/rock', 'country-pop', 'electronic', 'country music', 'dubstep', 'pop music', 'chill']",USCJY1231039
210.786,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401034
284.8,61,"['comedy hip hop', 'pop rap_blues_hip hop rap', 'nihilistic', 'blues', 'midwestern hip hop', 'rhythmic', 'hardcore rap', 'hardcore hip hop', 'hip hop rap', 'harcore hip hop', 'pop rap', 'humorous', 'top40', 'hip hop music', 'energetic', 'hip-hop / rap', 'playful', 'vulgar', 'g-funk', 'comedy rap', 'detroit hip-hop', 'gangsta rap', 'anthemic', 'rap', 'hip-hop', 'sarcastic', 'hip hop', 'b95ce3ff-3d05-4e87-9e01-c97b66af13d4', 'midwest rap', 'hip-hop_hip-hop', 'horrorcore', 'sexual', 'misanthropic']",USIR10000448
135.0,2,[],USAT22210335
240.0,2,[],USZHR2000088
,0,[],TH2DY2100061
238.016,3,[],QM4TX2423210
,0,[],QZQMB2105022
,0,[],CLPP22200035
221.386,83,"['pop music', 'synth-pop', 'chart hits', 'top40', 'future bass', 'sexy', 'house', 'electropop', 'dance-pop', 'pop', 'dance']",NLM5S1600025
164.0,7,[],USUM71821048
163.797,2,[],USQX92002597
289.5065,177,"['trance', '2009', 'the e n d', 'blues', 'pop', 'electro house', 'hip hop rap', 'pop rap', 'conscious', 'electro', 'dance-pop', 'dance', 'hip-hop', 'electropop', 'rap hip-hop', 'hip hop', 'club', 'electronic', 'rnb/swing']",USUM70965169
180.0,1,[],USLD91740130
145.96,491,"['contemporary pop/rock', 'album rock', 'rhythm & blues', 'movie soundtrack', 'r&b', '5 pages', 'am pop', 'early r&b', 'stage & screen', 'soundtrack', 'jazz', 'blues', 'pop', 'ambient', 'motown', 'psychedelic/garage', 'soul/r&b', 'rock & roll', 'female vocal', 'rhythm and blues', 'deep soul', 'folk-pop', 'funk soul', 'funk / soul', 'r b', 'disco', 'rhythm blues', 'pop-soul', 'singer/songwriter', 'folk', 'rock', 'baroque pop', 'club', 'soundtracks', 'pop/rock', 'gospel', 'pop / rock', 'early pop/rock', 'black gospel', 'soul', 'contemporary r b', 'soft rock', 'folk-rock']",USRH12000996
